Vehicle ID,Timestamp,Speed (km/h)
Vehicle 1,2022-04-01 15:09:59,3.6
Vehicle 1,2022-04-01 15:10:00,4.32
Vehicle 1,2022-04-01 15:10:01,2.8800000000000003
Vehicle 1,2022-04-01 15:10:02,3.9600000000000004
Vehicle 1,2022-04-01 15:10:03,1.08
Vehicle 1,2022-04-01 15:10:04,1.08
Vehicle 1,2022-04-01 15:10:05,3.6
Vehicle 1,2022-04-01 15:10:06,10.44
Vehicle 1,2022-04-01 15:10:07,15.48
Vehicle 1,2022-04-01 15:10:08,10.44
Vehicle 1,2022-04-01 15:10:09,4.680000000000001
Vehicle 1,2022-04-01 15:10:10,5.760000000000001
Vehicle 1,2022-04-01 15:10:11,3.6
Vehicle 1,2022-04-01 15:10:12,1.8
Vehicle 1,2022-04-01 15:10:13,1.4400000000000002
Vehicle 1,2022-04-01 15:10:14,1.4400000000000002
Vehicle 1,2022-04-01 15:10:15,6.84
Vehicle 1,2022-04-01 15:10:16,14.76
Vehicle 1,2022-04-01 15:10:17,15.48
Vehicle 1,2022-04-01 15:10:18,6.84
Vehicle 1,2022-04-01 15:10:19,1.8
Vehicle 1,2022-04-01 15:10:20,2.52
Vehicle 1,2022-04-01 15:10:21,5.760000000000001
Vehicle 1,2022-04-01 15:10:22,10.08
Vehicle 1,2022-04-01 15:10:23,9.0
Vehicle 1,2022-04-01 15:10:24,3.24
Vehicle 1,2022-04-01 15:10:25,5.04
Vehicle 1,2022-04-01 15:10:26,5.760000000000001
Vehicle 1,2022-04-01 15:10:27,2.8800000000000003
Vehicle 1,2022-04-01 15:10:28,2.16
Vehicle 1,2022-04-01 15:10:29,0.36000000000000004
Vehicle 1,2022-04-01 15:10:30,4.680000000000001
Vehicle 1,2022-04-01 15:10:31,14.4
Vehicle 1,2022-04-01 15:10:32,25.2
Vehicle 1,2022-04-01 15:10:33,23.759999999999998
Vehicle 1,2022-04-01 15:10:34,11.879999999999999
Vehicle 1,2022-04-01 15:10:35,3.6
Vehicle 1,2022-04-01 15:10:36,3.9600000000000004
Vehicle 1,2022-04-01 15:10:37,4.32
Vehicle 1,2022-04-01 15:10:38,2.52
Vehicle 1,2022-04-01 15:10:39,7.2
Vehicle 1,2022-04-01 15:10:40,5.760000000000001
Vehicle 1,2022-04-01 15:10:41,3.24
Vehicle 1,2022-04-01 15:10:42,2.8800000000000003
Vehicle 1,2022-04-01 15:10:43,2.8800000000000003
Vehicle 1,2022-04-01 15:10:44,3.9600000000000004
Vehicle 1,2022-04-01 15:10:45,2.52
Vehicle 1,2022-04-01 15:10:46,2.16
Vehicle 1,2022-04-01 15:10:47,2.52
Vehicle 1,2022-04-01 15:10:48,0.7200000000000001
Vehicle 1,2022-04-01 15:10:49,3.24
Vehicle 1,2022-04-01 15:10:50,9.360000000000001
Vehicle 1,2022-04-01 15:10:51,15.48
Vehicle 1,2022-04-01 15:10:52,11.16
Vehicle 1,2022-04-01 15:10:53,14.4
Vehicle 1,2022-04-01 15:10:54,7.2
Vehicle 1,2022-04-01 15:10:55,2.52
Vehicle 1,2022-04-01 15:10:56,2.8800000000000003
Vehicle 1,2022-04-01 15:10:57,3.9600000000000004
Vehicle 1,2022-04-01 15:10:58,5.4
Vehicle 1,2022-04-01 15:10:59,5.4
Vehicle 1,2022-04-01 15:11:00,5.04
Vehicle 1,2022-04-01 15:11:01,4.680000000000001
Vehicle 1,2022-04-01 15:11:02,4.32
Vehicle 1,2022-04-01 15:11:03,2.8800000000000003
Vehicle 1,2022-04-01 15:11:04,3.6
Vehicle 1,2022-04-01 15:11:05,1.8
Vehicle 1,2022-04-01 15:11:06,3.6
Vehicle 1,2022-04-01 15:11:07,2.16
Vehicle 1,2022-04-01 15:11:08,0.7200000000000001
Vehicle 1,2022-04-01 15:11:09,0.36000000000000004
Vehicle 1,2022-04-01 15:11:10,0.7200000000000001
Vehicle 1,2022-04-01 15:11:11,0.7200000000000001
Vehicle 1,2022-04-01 15:11:12,0.7200000000000001
Vehicle 1,2022-04-01 15:11:13,0.7200000000000001
Vehicle 1,2022-04-01 15:11:14,0.36000000000000004
Vehicle 1,2022-04-01 15:11:15,0.36000000000000004
Vehicle 1,2022-04-01 15:11:16,0.36000000000000004
Vehicle 1,2022-04-01 15:11:17,0.36000000000000004
Vehicle 1,2022-04-01 15:11:18,0.36000000000000004
Vehicle 1,2022-04-01 15:11:19,0.36000000000000004
Vehicle 1,2022-04-01 15:11:20,0.36000000000000004
Vehicle 1,2022-04-01 15:11:21,0.36000000000000004
Vehicle 1,2022-04-01 15:11:22,0.36000000000000004
Vehicle 1,2022-04-01 15:11:23,0.0
Vehicle 1,2022-04-01 15:11:24,0.0
Vehicle 1,2022-04-01 15:11:25,0.36000000000000004
Vehicle 1,2022-04-01 15:11:26,0.36000000000000004
Vehicle 1,2022-04-01 15:11:27,0.0
Vehicle 1,2022-04-01 15:11:28,0.36000000000000004
Vehicle 1,2022-04-01 15:11:29,0.36000000000000004
Vehicle 1,2022-04-01 15:11:30,0.36000000000000004
Vehicle 1,2022-04-01 15:11:31,0.36000000000000004
Vehicle 1,2022-04-01 15:11:32,0.36000000000000004
Vehicle 1,2022-04-01 15:11:33,0.36000000000000004
Vehicle 1,2022-04-01 15:11:34,0.36000000000000004
Vehicle 1,2022-04-01 15:11:35,1.08
Vehicle 1,2022-04-01 15:11:36,2.16
Vehicle 1,2022-04-01 15:11:37,1.8
Vehicle 1,2022-04-01 15:11:38,1.4400000000000002
Vehicle 1,2022-04-01 15:11:39,1.08
Vehicle 1,2022-04-01 15:11:40,0.36000000000000004
Vehicle 1,2022-04-01 15:11:42,0.36000000000000004
Vehicle 1,2022-04-01 15:11:43,0.36000000000000004
Vehicle 1,2022-04-01 15:11:44,3.9600000000000004
Vehicle 1,2022-04-01 15:11:45,3.6
Vehicle 1,2022-04-01 15:11:46,3.24
Vehicle 1,2022-04-01 15:11:47,2.16
Vehicle 1,2022-04-01 15:11:48,5.04
Vehicle 1,2022-04-01 15:11:49,4.32
Vehicle 1,2022-04-01 15:11:50,3.24
Vehicle 1,2022-04-01 15:11:51,3.24
Vehicle 1,2022-04-01 15:11:52,2.52
Vehicle 1,2022-04-01 15:11:53,5.04
Vehicle 1,2022-04-01 15:11:54,5.760000000000001
Vehicle 1,2022-04-01 15:11:55,6.48
Vehicle 1,2022-04-01 15:11:56,6.84
Vehicle 1,2022-04-01 15:11:57,6.84
Vehicle 1,2022-04-01 15:11:58,6.84
Vehicle 1,2022-04-01 15:11:59,6.84
Vehicle 1,2022-04-01 15:12:00,6.48
Vehicle 1,2022-04-01 15:12:01,6.12
Vehicle 1,2022-04-01 15:12:02,5.760000000000001
Vehicle 1,2022-04-01 15:12:03,5.04
Vehicle 1,2022-04-01 15:12:04,0.0
Vehicle 1,2022-04-01 15:12:05,0.0
Vehicle 1,2022-04-01 15:12:06,0.0
Vehicle 1,2022-04-01 15:12:07,0.0
Vehicle 1,2022-04-01 15:12:08,0.0
Vehicle 1,2022-04-01 15:12:09,0.0
Vehicle 1,2022-04-01 15:12:10,0.0
Vehicle 1,2022-04-01 15:12:11,0.0
Vehicle 1,2022-04-01 15:12:12,2.16
Vehicle 1,2022-04-01 15:12:13,3.6
Vehicle 1,2022-04-01 15:12:14,5.4
Vehicle 1,2022-04-01 15:12:15,6.12
Vehicle 1,2022-04-01 15:12:16,6.12
Vehicle 1,2022-04-01 15:12:17,5.4
Vehicle 1,2022-04-01 15:12:18,5.4
Vehicle 1,2022-04-01 15:12:19,7.920000000000001
Vehicle 1,2022-04-01 15:12:20,3.6
Vehicle 1,2022-04-01 15:12:21,2.52
Vehicle 1,2022-04-01 15:12:22,2.52
Vehicle 1,2022-04-01 15:12:23,2.52
Vehicle 1,2022-04-01 15:12:24,2.8800000000000003
Vehicle 1,2022-04-01 15:12:25,15.48
Vehicle 1,2022-04-01 15:12:26,6.84
Vehicle 1,2022-04-01 15:12:27,3.24
Vehicle 1,2022-04-01 15:12:28,3.6
Vehicle 1,2022-04-01 15:12:29,2.52
Vehicle 1,2022-04-01 15:12:30,1.8
Vehicle 1,2022-04-01 15:12:31,1.08
Vehicle 1,2022-04-01 15:12:32,4.680000000000001
Vehicle 1,2022-04-01 15:12:33,14.76
Vehicle 1,2022-04-01 15:12:34,9.72
Vehicle 1,2022-04-01 15:12:35,5.04
Vehicle 1,2022-04-01 15:12:36,2.52
Vehicle 1,2022-04-01 15:12:37,3.9600000000000004
Vehicle 1,2022-04-01 15:12:38,3.6
Vehicle 1,2022-04-01 15:12:39,3.6
Vehicle 1,2022-04-01 15:12:40,7.2
Vehicle 1,2022-04-01 15:12:41,6.12
Vehicle 1,2022-04-01 15:12:42,5.04
Vehicle 1,2022-04-01 15:12:43,5.4
Vehicle 1,2022-04-01 15:12:44,3.24
Vehicle 1,2022-04-01 15:12:45,2.8800000000000003
Vehicle 1,2022-04-01 15:12:46,2.52
Vehicle 1,2022-04-01 15:12:47,6.48
Vehicle 1,2022-04-01 15:12:48,9.72
Vehicle 1,2022-04-01 15:12:49,4.32
Vehicle 1,2022-04-01 15:12:50,1.08
Vehicle 1,2022-04-01 15:12:51,2.8800000000000003
Vehicle 1,2022-04-01 15:12:52,6.48
Vehicle 1,2022-04-01 15:12:53,2.8800000000000003
Vehicle 1,2022-04-01 15:12:54,2.52
Vehicle 1,2022-04-01 15:12:55,5.4
Vehicle 1,2022-04-01 15:12:56,6.12
Vehicle 1,2022-04-01 15:12:57,9.360000000000001
Vehicle 1,2022-04-01 15:12:58,6.12
Vehicle 1,2022-04-01 15:12:59,4.680000000000001
Vehicle 1,2022-04-01 15:13:00,1.4400000000000002
Vehicle 1,2022-04-01 15:13:01,2.16
Vehicle 1,2022-04-01 15:13:02,0.36000000000000004
Vehicle 1,2022-04-01 15:13:03,6.12
Vehicle 1,2022-04-01 15:13:04,14.76
Vehicle 1,2022-04-01 15:13:05,5.04
Vehicle 1,2022-04-01 15:13:06,7.5600000000000005
Vehicle 1,2022-04-01 15:13:07,4.680000000000001
Vehicle 1,2022-04-01 15:13:08,2.16
Vehicle 1,2022-04-01 15:13:09,1.8
Vehicle 1,2022-04-01 15:13:10,6.12
Vehicle 1,2022-04-01 15:13:11,5.4
Vehicle 1,2022-04-01 15:13:12,3.6
Vehicle 1,2022-04-01 15:13:13,2.8800000000000003
Vehicle 1,2022-04-01 15:13:14,2.52
Vehicle 1,2022-04-01 15:13:15,1.4400000000000002
Vehicle 1,2022-04-01 15:13:16,1.8
Vehicle 1,2022-04-01 15:13:17,1.4400000000000002
Vehicle 1,2022-04-01 15:13:18,1.08
Vehicle 1,2022-04-01 15:13:19,13.32
Vehicle 1,2022-04-01 15:13:20,9.72
Vehicle 1,2022-04-01 15:13:21,7.5600000000000005
Vehicle 1,2022-04-01 15:13:22,5.4
Vehicle 1,2022-04-01 15:13:23,2.8800000000000003
Vehicle 1,2022-04-01 15:13:24,5.760000000000001
Vehicle 1,2022-04-01 15:13:25,3.6
Vehicle 1,2022-04-01 15:13:26,8.28
Vehicle 1,2022-04-01 15:13:27,4.680000000000001
Vehicle 1,2022-04-01 15:13:28,2.16
Vehicle 1,2022-04-01 15:13:29,1.4400000000000002
Vehicle 1,2022-04-01 15:13:30,1.4400000000000002
Vehicle 1,2022-04-01 15:13:31,1.4400000000000002
Vehicle 1,2022-04-01 15:13:32,1.4400000000000002
Vehicle 1,2022-04-01 15:13:33,1.4400000000000002
Vehicle 1,2022-04-01 15:13:34,3.24
Vehicle 1,2022-04-01 15:13:35,1.8
Vehicle 1,2022-04-01 15:13:36,0.7200000000000001
Vehicle 1,2022-04-01 15:13:37,4.680000000000001
Vehicle 1,2022-04-01 15:13:38,3.9600000000000004
Vehicle 1,2022-04-01 15:13:39,3.9600000000000004
Vehicle 1,2022-04-01 15:13:40,4.680000000000001
Vehicle 1,2022-04-01 15:13:41,5.4
Vehicle 1,2022-04-01 15:13:42,3.9600000000000004
Vehicle 1,2022-04-01 15:13:43,4.680000000000001
Vehicle 1,2022-04-01 15:13:44,3.6
Vehicle 1,2022-04-01 15:13:45,1.4400000000000002
Vehicle 1,2022-04-01 15:13:46,0.7200000000000001
Vehicle 1,2022-04-01 15:13:47,0.7200000000000001
Vehicle 1,2022-04-01 15:13:48,1.08
Vehicle 1,2022-04-01 15:13:49,1.08
Vehicle 1,2022-04-01 15:13:50,0.7200000000000001
Vehicle 1,2022-04-01 15:13:51,0.7200000000000001
Vehicle 1,2022-04-01 15:13:52,0.7200000000000001
Vehicle 1,2022-04-01 15:13:53,0.7200000000000001
Vehicle 1,2022-04-01 15:13:54,0.36000000000000004
Vehicle 1,2022-04-01 15:13:55,0.36000000000000004
Vehicle 1,2022-04-05 12:52:12,2.16
Vehicle 1,2022-04-05 12:52:13,2.16
Vehicle 1,2022-04-05 12:52:14,1.4400000000000002
Vehicle 1,2022-04-05 12:52:15,1.4400000000000002
Vehicle 1,2022-04-05 12:52:16,3.6
Vehicle 1,2022-04-05 12:52:17,4.680000000000001
Vehicle 1,2022-04-05 12:52:18,4.680000000000001
Vehicle 1,2022-04-05 12:52:19,3.24
Vehicle 1,2022-04-05 12:52:20,3.24
Vehicle 1,2022-04-05 12:52:21,3.9600000000000004
Vehicle 1,2022-04-05 12:52:22,3.6
Vehicle 1,2022-04-05 12:52:23,3.6
Vehicle 1,2022-04-05 12:52:24,3.24
Vehicle 1,2022-04-05 12:52:25,3.24
Vehicle 1,2022-04-05 12:52:26,2.8800000000000003
Vehicle 1,2022-04-05 12:52:27,2.16
Vehicle 1,2022-04-05 12:52:28,0.7200000000000001
Vehicle 1,2022-04-05 12:52:29,0.36000000000000004
Vehicle 1,2022-04-05 12:52:30,0.7200000000000001
Vehicle 1,2022-04-05 12:52:31,1.08
Vehicle 1,2022-04-05 12:52:32,1.08
Vehicle 1,2022-04-05 12:52:33,0.7200000000000001
Vehicle 1,2022-04-05 12:52:34,1.08
Vehicle 1,2022-04-05 12:52:35,1.4400000000000002
Vehicle 1,2022-04-05 12:52:36,1.08
Vehicle 1,2022-04-05 12:52:37,1.08
Vehicle 1,2022-04-05 12:52:38,1.08
Vehicle 1,2022-04-05 12:52:39,1.4400000000000002
Vehicle 1,2022-04-05 12:52:40,1.8
Vehicle 1,2022-04-05 12:52:41,2.16
Vehicle 1,2022-04-05 12:52:42,2.52
Vehicle 1,2022-04-05 12:52:43,2.52
Vehicle 1,2022-04-05 12:52:44,2.16
Vehicle 1,2022-04-05 12:52:45,1.8
Vehicle 1,2022-04-05 12:52:46,1.08
Vehicle 1,2022-04-05 12:52:47,1.08
Vehicle 1,2022-04-05 12:52:48,0.7200000000000001
Vehicle 1,2022-04-05 12:52:49,0.36000000000000004
Vehicle 1,2022-04-05 12:52:50,1.08
Vehicle 1,2022-04-05 12:52:51,1.4400000000000002
Vehicle 1,2022-04-05 12:52:52,1.4400000000000002
Vehicle 1,2022-04-05 12:52:53,1.4400000000000002
Vehicle 1,2022-04-05 12:52:54,1.08
Vehicle 1,2022-04-05 12:52:55,1.08
Vehicle 1,2022-04-05 12:52:56,1.4400000000000002
Vehicle 1,2022-04-05 12:52:57,1.8
Vehicle 1,2022-04-05 12:52:58,1.8
Vehicle 1,2022-04-05 12:52:59,1.4400000000000002
Vehicle 1,2022-04-05 12:53:00,1.8
Vehicle 1,2022-04-05 12:53:01,1.4400000000000002
Vehicle 1,2022-04-05 12:53:02,1.8
Vehicle 1,2022-04-05 12:53:03,1.8
Vehicle 1,2022-04-05 12:53:04,1.8
Vehicle 1,2022-04-05 12:53:05,1.8
Vehicle 1,2022-04-05 12:53:06,1.8
Vehicle 1,2022-04-05 12:53:07,2.16
Vehicle 1,2022-04-05 12:53:08,2.16
Vehicle 1,2022-04-05 12:53:09,2.52
Vehicle 1,2022-04-05 12:53:10,2.8800000000000003
Vehicle 1,2022-04-05 12:53:11,2.52
Vehicle 1,2022-04-05 12:53:12,1.08
Vehicle 1,2022-04-05 12:53:13,0.7200000000000001
Vehicle 1,2022-04-05 12:53:14,0.7200000000000001
Vehicle 1,2022-04-05 12:53:15,1.4400000000000002
Vehicle 1,2022-04-05 12:53:16,2.16
Vehicle 1,2022-04-05 12:53:17,1.8
Vehicle 1,2022-04-05 12:53:18,1.08
Vehicle 1,2022-04-05 12:53:19,0.7200000000000001
Vehicle 1,2022-04-05 12:53:20,0.7200000000000001
Vehicle 1,2022-04-05 12:53:21,0.7200000000000001
Vehicle 1,2022-04-05 12:53:22,1.08
Vehicle 1,2022-04-05 12:53:23,0.7200000000000001
Vehicle 1,2022-04-05 12:53:24,1.4400000000000002
Vehicle 1,2022-04-05 12:53:25,1.8
Vehicle 1,2022-04-05 12:53:26,1.4400000000000002
Vehicle 1,2022-04-05 12:53:27,0.7200000000000001
Vehicle 1,2022-04-05 12:53:28,0.7200000000000001
Vehicle 1,2022-04-05 12:53:29,1.08
Vehicle 1,2022-04-05 12:53:30,1.8
Vehicle 1,2022-04-05 12:53:31,2.16
Vehicle 1,2022-04-05 12:53:32,2.16
Vehicle 1,2022-04-05 12:53:33,2.16
Vehicle 1,2022-04-05 12:53:34,2.16
Vehicle 1,2022-04-05 12:53:35,2.52
Vehicle 1,2022-04-05 12:53:36,2.8800000000000003
Vehicle 1,2022-04-05 12:53:37,2.8800000000000003
Vehicle 1,2022-04-05 12:53:38,2.52
Vehicle 1,2022-04-05 12:53:39,3.6
Vehicle 1,2022-04-05 12:53:40,3.24
Vehicle 1,2022-04-05 12:53:41,3.9600000000000004
Vehicle 1,2022-04-05 12:53:42,3.9600000000000004
Vehicle 1,2022-04-05 12:53:43,3.24
Vehicle 1,2022-04-05 12:53:44,2.52
Vehicle 1,2022-04-05 12:53:45,1.8
Vehicle 1,2022-04-05 12:53:46,1.8
Vehicle 1,2022-04-05 12:53:47,2.16
Vehicle 1,2022-04-05 12:53:48,2.8800000000000003
Vehicle 1,2022-04-05 12:53:49,3.24
Vehicle 1,2022-04-05 12:53:50,3.9600000000000004
Vehicle 1,2022-04-05 12:53:51,3.9600000000000004
Vehicle 1,2022-04-05 12:53:52,3.9600000000000004
Vehicle 1,2022-04-05 12:53:53,3.9600000000000004
Vehicle 1,2022-04-05 12:53:55,3.6
Vehicle 1,2022-04-05 12:53:56,3.6
Vehicle 1,2022-04-05 12:53:57,3.24
Vehicle 1,2022-04-05 12:53:58,2.52
Vehicle 1,2022-04-05 12:53:59,2.16
Vehicle 1,2022-04-05 12:54:00,1.4400000000000002
Vehicle 1,2022-04-05 12:54:01,0.7200000000000001
Vehicle 1,2022-04-05 12:54:02,0.7200000000000001
Vehicle 1,2022-04-05 12:54:03,0.7200000000000001
Vehicle 1,2022-04-05 12:54:04,1.08
Vehicle 1,2022-04-05 12:54:05,2.16
Vehicle 1,2022-04-05 12:54:06,2.16
Vehicle 1,2022-04-05 12:54:07,2.8800000000000003
Vehicle 1,2022-04-05 12:54:08,3.6
Vehicle 1,2022-04-05 12:54:09,5.04
Vehicle 1,2022-04-05 12:54:10,5.4
Vehicle 1,2022-04-05 12:54:11,3.9600000000000004
Vehicle 1,2022-04-05 12:54:12,3.24
Vehicle 1,2022-04-05 12:54:13,2.8800000000000003
Vehicle 1,2022-04-05 12:54:14,2.16
Vehicle 1,2022-04-05 12:54:15,2.16
Vehicle 1,2022-04-05 12:54:16,2.52
Vehicle 1,2022-04-05 12:54:17,2.8800000000000003
Vehicle 1,2022-04-05 12:54:18,3.6
Vehicle 1,2022-04-05 12:54:19,3.24
Vehicle 1,2022-04-05 12:54:20,3.9600000000000004
Vehicle 1,2022-04-05 12:54:21,3.6
Vehicle 1,2022-04-05 12:54:22,2.8800000000000003
Vehicle 1,2022-04-05 12:54:23,2.8800000000000003
Vehicle 1,2022-04-05 12:54:24,2.16
Vehicle 1,2022-04-05 12:54:25,1.8
Vehicle 1,2022-04-05 12:54:26,1.4400000000000002
Vehicle 1,2022-04-05 12:54:27,0.7200000000000001
Vehicle 1,2022-04-05 12:54:28,0.36000000000000004
Vehicle 1,2022-04-05 12:54:29,0.36000000000000004
Vehicle 1,2022-04-05 12:54:30,0.36000000000000004
Vehicle 1,2022-04-05 12:54:31,0.7200000000000001
Vehicle 1,2022-04-05 12:54:32,1.4400000000000002
Vehicle 1,2022-04-05 12:54:33,1.8
Vehicle 1,2022-04-05 12:54:34,2.16
Vehicle 1,2022-04-05 12:54:35,2.8800000000000003
Vehicle 1,2022-04-05 12:54:36,2.8800000000000003
Vehicle 1,2022-04-05 12:54:37,2.52
Vehicle 1,2022-04-05 12:54:38,1.8
Vehicle 1,2022-04-05 12:54:39,1.8
Vehicle 1,2022-04-05 12:54:40,2.8800000000000003
Vehicle 1,2022-04-05 12:54:41,3.6
Vehicle 1,2022-04-05 12:54:42,3.6
Vehicle 1,2022-04-05 12:54:43,2.52
Vehicle 1,2022-04-05 12:54:44,2.16
Vehicle 1,2022-04-05 12:54:45,3.9600000000000004
Vehicle 1,2022-04-05 12:54:46,2.52
Vehicle 1,2022-04-05 12:54:47,1.4400000000000002
Vehicle 1,2022-04-05 12:54:48,1.8
Vehicle 1,2022-04-05 12:54:49,1.8
Vehicle 1,2022-04-05 12:54:50,1.8
Vehicle 1,2022-04-05 12:54:51,1.8
Vehicle 1,2022-04-05 12:54:52,2.52
Vehicle 1,2022-04-05 12:54:53,2.52
Vehicle 1,2022-04-05 12:54:54,1.8
Vehicle 1,2022-04-05 12:54:55,2.16
Vehicle 1,2022-04-05 12:54:56,2.16
Vehicle 1,2022-04-05 12:54:57,2.8800000000000003
Vehicle 1,2022-04-05 12:54:58,3.6
Vehicle 1,2022-04-05 12:54:59,3.9600000000000004
Vehicle 1,2022-04-05 12:55:00,3.6
Vehicle 1,2022-04-05 12:55:01,6.12
Vehicle 1,2022-04-05 12:55:02,4.680000000000001
Vehicle 1,2022-04-05 12:55:03,4.680000000000001
Vehicle 1,2022-04-05 12:55:04,5.760000000000001
Vehicle 1,2022-04-05 12:55:05,6.12
Vehicle 1,2022-04-05 12:55:06,5.4
Vehicle 1,2022-04-05 12:55:07,5.760000000000001
Vehicle 1,2022-04-05 12:55:08,5.4
Vehicle 1,2022-04-05 12:55:09,5.04
Vehicle 1,2022-04-05 12:55:10,5.04
Vehicle 1,2022-04-05 12:55:11,5.760000000000001
Vehicle 1,2022-04-05 12:55:12,6.12
Vehicle 1,2022-04-05 12:55:13,6.48
Vehicle 1,2022-04-05 12:55:14,6.84
Vehicle 1,2022-04-05 12:55:15,7.5600000000000005
Vehicle 1,2022-04-05 12:55:16,8.28
Vehicle 1,2022-04-05 12:55:17,8.64
Vehicle 1,2022-04-05 12:55:18,9.360000000000001
Vehicle 1,2022-04-05 12:55:19,0.0
Vehicle 1,2022-04-05 12:55:20,0.0
Vehicle 1,2022-04-05 12:55:21,254.16
Vehicle 1,2022-04-05 12:55:22,0.0
Vehicle 1,2022-04-05 12:55:23,0.0
Vehicle 1,2022-04-05 12:55:24,285.48
Vehicle 1,2022-04-05 12:55:25,281.88
Vehicle 1,2022-04-05 12:55:26,280.44000000000005
